reviewId,userName,content,score,at,replyContent,repliedAt,clean_text,cluster,theme,sentiment_score,sentiment
2e542290-b98d-40c9-ad1a-35fdc22961be,Adrian Brown,I'm waiting for it come back in my phone please let me know in my phone okay.,5,2025-05-31 09:28:04,,,im waiting for it come back in my phone please let me know in my phone okay,2,App Experience & Ads,0.5159822106361389,POSITIVE
8a2dc383-5608-4df6-b4bf-f3aadba09bf4,Lizel Montes,"Just recently I've ordered an item (heels), the quality was good, perfect size but when I received it the item was both left and also poor delivery",1,2025-05-31 08:52:10,"Hi! Hope you have a nice shopping experience here. For any issues, you may contact Customer Service by app. Click ""me""-→support-→customer service-→type your question directly in the message box to get an answer or solution. If the answers don't match, please go ahead and describe the issue in detail. We'll be glad to help you further.",2025-05-31 21:46:35,just recently ive ordered an item heels the quality was good perfect size but when i received it the item was both left and also poor delivery,1,Order & Delivery Issues,-0.699023962020874,NEGATIVE
d15d2a32-a487-4a96-b9c5-e93b278a31db,x Johxnnx,"Abuse of workers, no minimum wage",1,2025-05-31 08:02:50,,,abuse of workers no minimum wage,1,Order & Delivery Issues,-0.823192298412323,NEGATIVE
e4659b0c-a501-47d4-ae2a-74701243c7ff,lenilyn obra,"almost 3 days now still they didnt send me my orders in shein, what happen SheIn why like this????",1,2025-05-31 08:02:42,"Hi! Hope you have a nice shopping experience here. For any issues, you may contact Customer Service by app. Click ""me""-→support-→customer service-→type your question directly in the message box to get an answer or solution. If the answers don't match, please go ahead and describe the issue in detail. We'll be glad to help you further.",2025-05-31 21:32:36,almost 3 days now still they didnt send me my orders in shein what happen shein why like this,1,Order & Delivery Issues,-0.8768035173416138,NEGATIVE
d129e78f-c089-44f6-ae90-bc36ea3ac28a,Sarah-Louise Line,"Normally this app has been fine in the past but recently my mam had an order which was worth about £90 that had been ""delivered"". But when we went to get the parcel it wasn't there. Even after contacting customer service they refused to give a refund as it had been ""delivered"". Now all that money is gone.",1,2025-05-31 07:40:58,"Hi! Hope you have a nice shopping experience here. For any issues, you may contact Customer Service by app. Click ""me""-→support-→customer service-→type your question directly in the message box to get an answer or solution. If the answers don't match, please go ahead and describe the issue in detail. We'll be glad to help you further.",2025-05-31 21:33:54,normally this app has been fine in the past but recently my mam had an order which was worth about 90 that had been delivered but when we went to get the parcel it wasnt there even after contacting customer service they refused to give a refund as it had been delivered now all that money is gone,1,Order & Delivery Issues,-0.7448486089706421,NEGATIVE
17e965e1-0e20-4af3-8f8c-d498a12993fd,Khvc Hhh,its a scam the bonus drop was a scam i didn't receive my credit,1,2025-05-31 07:00:02,"Hi! Hope you have a nice shopping experience here. For any issues, you may contact Customer Service by app. Click ""me""-→support-→customer service-→type your question directly in the message box to get an answer or solution. If the answers don't match, please go ahead and describe the issue in detail. We'll be glad to help you further.",2025-05-31 21:34:33,its a scam the bonus drop was a scam i didnt receive my credit,1,Order & Delivery Issues,-0.9175618290901184,NEGATIVE
d89dd752-e741-44d0-a479-6497fae986d4,Zinhle Gabela,your app is ads are annoying 😑 that's why I don't want to shop 😒 at your online app even when I'm playing my games the app will appear pls fix it i know you targeting people but pls 🙏 it is too much the ads.,1,2025-05-31 05:38:46,,,your app is ads are annoying  thats why i dont want to shop  at your online app even when im playing my games the app will appear pls fix it i know you targeting people but pls  it is too much the ads,2,App Experience & Ads,-0.9330194592475891,NEGATIVE
1f6943dd-14c5-4882-9f7d-01d843c101b5,Kubra Acarr,"This shopping app is amazing,I never had anything bad abt it but once I ordered smth and it came after 3 months and I live at Romania and before when I was ordering it was coming in 1 week or 2 and is still like that in a few weeks is okay but 3 months Idk,but I recommend shein,you can trust it",5,2025-05-31 04:55:12,,,this shopping app is amazingi never had anything bad abt it but once i ordered smth and it came after 3 months and i live at romania and before when i was ordering it was coming in 1 week or 2 and is still like that in a few weeks is okay but 3 months idkbut i recommend sheinyou can trust it,1,Order & Delivery Issues,0.8743979930877686,POSITIVE
e41c35ed-e9fb-4e34-8ecc-7f3c97b016cd,Candice,Not so good anymore we raise the prices they don't get free shipping and handling so it's really not worth the money to deal with it,1,2025-05-31 04:53:44,"Hi! Hope you have a nice shopping experience here. For any issues, you may contact Customer Service by app. Click ""me""-→support-→customer service-→type your question directly in the message box to get an answer or solution. If the answers don't match, please go ahead and describe the issue in detail. We'll be glad to help you further.",2025-05-31 21:47:35,not so good anymore we raise the prices they dont get free shipping and handling so its really not worth the money to deal with it,1,Order & Delivery Issues,-0.9327723979949951,NEGATIVE
3510e2df-c516-4024-b4a6-cabb3ec19087,Ina Kloss,"the app is not working...after 2 times installing and uninstallind, I gave up....it always gives me server error and oops something went wrong....items are not loading ...",1,2025-05-31 04:30:08,"Hi! Hope you have a nice shopping experience here. For any issues, you may contact Customer Service by app. Click ""me""-→support-→customer service-→type your question directly in the message box to get an answer or solution. If the answers don't match, please go ahead and describe the issue in detail. We'll be glad to help you further.",2025-05-31 21:51:05,the app is not workingafter 2 times installing and uninstallind i gave upit always gives me server error and oops something went wrongitems are not loading,2,App Experience & Ads,-0.9341405034065247,NEGATIVE
f0b1e7b5-c322-4857-b60c-5c82bbc04be7,Maha Noureen,Whatever I have ordered from shein it is just amazing! I was playing kitty love game on the app and I actually got my gift of 4 shirts today! Without any fee totally free of cost and that is amazing!,5,2025-05-31 03:47:41,"Hi! Hope you have a nice shopping experience here. For any issues, you may contact Customer Service by app. Click ""me""-→support-→customer service-→type your question directly in the message box to get an answer or solution. If the answers don't match, please go ahead and describe the issue in detail. We'll be glad to help you further.",2025-04-18 23:10:47,whatever i have ordered from shein it is just amazing i was playing kitty love game on the app and i actually got my gift of 4 shirts today without any fee totally free of cost and that is amazing,0,Product Quality & Value,0.9818904399871826,POSITIVE
88b452ed-ebda-4e24-a298-4c78cd3cc07b,Athena Sofia,scam offers they make it impossible to claim the free items,1,2025-05-31 03:34:29,"Hi! Hope you have a nice shopping experience here. For any issues, you may contact Customer Service by app. Click ""me""-→support-→customer service-→type your question directly in the message box to get an answer or solution. If the answers don't match, please go ahead and describe the issue in detail. We'll be glad to help you further.",2025-05-31 05:07:19,scam offers they make it impossible to claim the free items,1,Order & Delivery Issues,-0.878684937953949,NEGATIVE
1626ccf5-765c-4d5d-b774-26fe8b002241,Ronaldo San Miguel,"It fun shopping...I would recommend it ....would you mind ...I hope so do you like it.........in that case ,I'll give you....",5,2025-05-31 02:28:25,,,it fun shoppingi would recommend it would you mind i hope so do you like itin that case ill give you,0,Product Quality & Value,0.976310133934021,POSITIVE
b5e83092-020a-41c5-a53f-68e4ad4793b9,Thandeka Ngwenya,the ads are too much 😑,1,2025-05-31 01:52:14,"Hi! Hope you have a nice shopping experience here. For any issues, you may contact Customer Service by app. Click ""me""-→support-→customer service-→type your question directly in the message box to get an answer or solution. If the answers don't match, please go ahead and describe the issue in detail. We'll be glad to help you further.",2025-05-31 04:38:51,the ads are too much,2,App Experience & Ads,-0.8402355313301086,NEGATIVE
04651fcd-b021-4631-a540-9259fd23fa4b,Princess Wenalyn,I really recommend this app! What you see is what you get talaga 💗,5,2025-05-30 23:14:50,,,i really recommend this app what you see is what you get talaga,2,App Experience & Ads,0.9568694233894348,POSITIVE
cb00866f-7a10-46ad-b74f-20a8b18b7ad5,Chey Chey,I have shopped on shein on my phone and it was great. I love the price of most clothes and objects But I do have a problem. I have been using my laptop a lot more so i was like oh lets shop online ya know? So i download.ed it and opened it then it hit. The app close several times. I was like maybe its my laptop problem so I shut down my lap top and it continued. This led me to unistalling the app and redownloading it but it continued. So I'm hoping you'll look into it. Performance issue maybe?,4,2025-05-30 23:02:04,,,i have shopped on shein on my phone and it was great i love the price of most clothes and objects but i do have a problem i have been using my laptop a lot more so i was like oh lets shop online ya know so i downloaded it and opened it then it hit the app close several times i was like maybe its my laptop problem so i shut down my lap top and it continued this led me to unistalling the app and redownloading it but it continued so im hoping youll look into it performance issue maybe,2,App Experience & Ads,0.8117784261703491,POSITIVE
3e451715-a5b1-4290-b0fd-944dbd538667,Samantha Ewald,"Had order falsely advertised (price and items included) and charged more than what it was at checkout. Tried to return and they couldn't give me a usable return label. Asked to talk to someone higher up and was denied and blocked. Also, had issues with not allowing a return even when within the return date range because ""it is past the return date"". Roadget: you clearly didn't read my complaint. Shein customer service can't give me a usable label!!! Plus, your email is no longer in use.",1,2025-05-30 22:08:52,"Hi! Hope you have a nice shopping experience here. For any issues, you may contact Customer Service by app. Click ""me""-→support-→customer service-→type your question directly in the message box to get an answer or solution. If the answers don't match, please go ahead and describe the issue in detail. We'll be glad to help you further.",2025-05-30 05:11:54,had order falsely advertised price and items included and charged more than what it was at checkout tried to return and they couldnt give me a usable return label asked to talk to someone higher up and was denied and blocked also had issues with not allowing a return even when within the return date range because it is past the return date roadget you clearly didnt read my complaint shein customer service cant give me a usable label plus your email is no longer in use,1,Order & Delivery Issues,-0.8782134652137756,NEGATIVE
3ec7a839-364f-4178-ac7a-0d37395b3d20,Heather Smith,Kinda a mixed bag. The clothes are pretty decent quality and says US or Asian sizes so far. Today I got a 3 piece exfoliating bath set that set my stars level down. Set cute and would be great for tini petite Asian woman or teens here I'm neither so I'm very upset. After all it showed a woman who looks like she's from US or England ect but even the scrubbing ball is barely more then palm size so only good for a very young child. The glove opening is very narrow n my hands aren't that big soooo,3,2025-05-30 21:04:32,"Hi! Hope you have a nice shopping experience here. For any issues, you may contact Customer Service by app. Click ""me""-→support-→customer service-→type your question directly in the message box to get an answer or solution. If the answers don't match, please go ahead and describe the issue in detail. We'll be glad to help you further.",2025-05-31 04:20:55,kinda a mixed bag the clothes are pretty decent quality and says us or asian sizes so far today i got a 3 piece exfoliating bath set that set my stars level down set cute and would be great for tini petite asian woman or teens here im neither so im very upset after all it showed a woman who looks like shes from us or england ect but even the scrubbing ball is barely more then palm size so only good for a very young child the glove opening is very narrow n my hands arent that big soooo,0,Product Quality & Value,0.0,NEUTRAL
5d77b471-f6b0-470e-b50d-4dc6ece27362,Karen,I have bought many things and have never been disappointed.,5,2025-05-30 20:05:51,,,i have bought many things and have never been disappointed,0,Product Quality & Value,0.8660187125205994,POSITIVE
ffeb0523-fe92-4c54-8112-b150380f0105,Karen Wareing,I have had this going on now for months I am loyal to you and another company how to get out of this I also am disabled and mentally ill but I would rather shop at home it's much easier.,5,2025-05-30 19:53:23,,,i have had this going on now for months i am loyal to you and another company how to get out of this i also am disabled and mentally ill but i would rather shop at home its much easier,1,Order & Delivery Issues,-0.820404589176178,NEGATIVE
3d3a2905-4c64-4a39-bcb4-421778e079b1,Octavio Yanez,"I love shopping on Shein. However, the idea of getting 10 free gift where you have to continuously invite friends to get prices reduced (bs). That bs is the reason for my review score, and when the ordered items remain in Transit for 9+ days intervals.",1,2025-05-30 19:21:49,"Hi! Hope you have a nice shopping experience here. For any issues, you may contact Customer Service by app. Click ""me""-→support-→customer service-→type your question directly in the message box to get an answer or solution. If the answers don't match, please go ahead and describe the issue in detail. We'll be glad to help you further.",2025-05-30 21:53:26,i love shopping on shein however the idea of getting 10 free gift where you have to continuously invite friends to get prices reduced bs that bs is the reason for my review score and when the ordered items remain in transit for 9 days intervals,1,Order & Delivery Issues,-0.48177817463874817,NEGATIVE
981198dd-6db0-4578-bd16-4986f9c739d5,Victoria,"worst customer service ever,3 orders never received, no way to contact for help, better off burning your money",1,2025-05-30 19:07:21,"Hi! Hope you have a nice shopping experience here. For any issues, you may contact Customer Service by app. Click ""me""-→support-→customer service-→type your question directly in the message box to get an answer or solution. If the answers don't match, please go ahead and describe the issue in detail. We'll be glad to help you further.",2025-05-30 21:52:51,worst customer service ever3 orders never received no way to contact for help better off burning your money,1,Order & Delivery Issues,-0.944148063659668,NEGATIVE
1ed0f021-eeea-465f-97b3-71fc278e5f0f,Romyosongz,If you have an emergency cancel plans from buying on this app. It takes decades to arrive. Sometimes you even forget that you ordered! it now has unreasonable increase in delivery fee I can't understand. how can delivery fee equals or more than the amount you bought an item. you got stuck to meet a minimum order required amount before free shipping... so I can't order just what I want,1,2025-05-30 17:17:34,"Hi! Hope you have a nice shopping experience here. For any issues, you may contact Customer Service by app. Click ""me""-→support-→customer service-→type your question directly in the message box to get an answer or solution. If the answers don't match, please go ahead and describe the issue in detail. We'll be glad to help you further.",2025-05-30 21:56:36,if you have an emergency cancel plans from buying on this app it takes decades to arrive sometimes you even forget that you ordered it now has unreasonable increase in delivery fee i cant understand how can delivery fee equals or more than the amount you bought an item you got stuck to meet a minimum order required amount before free shipping so i cant order just what i want,1,Order & Delivery Issues,-0.8767881393432617,NEGATIVE
6f0cdf5a-c477-43fe-be2d-94d6d31084ae,Meisha Woolf,"PLEASE DONT BUY ON SHEIN !!! ⚠️ SECOND-HAND SHOPS HAVE PRETTIER DESIGNS, QUALITY CLOTHING AND THE SAME PRICING !!!! ♻️",1,2025-05-30 16:38:57,,,please dont buy on shein   secondhand shops have prettier designs quality clothing and the same pricing,0,Product Quality & Value,0.0,NEUTRAL
50134425-0faa-49a8-841a-498ad1e30a38,Joanna H,I'm not too impressed so far. Why would I want to order from a company it takes weeks to get my products from? No I didn't have a nice time. Yall make Amazon look like CHAMPS,2,2025-05-30 16:23:10,"Hi! Hope you have a nice shopping experience here. For any issues, you may contact Customer Service by app. Click ""me""-→support-→customer service-→type your question directly in the message box to get an answer or solution. If the answers don't match, please go ahead and describe the issue in detail. We'll be glad to help you further.",2025-05-28 21:48:42,im not too impressed so far why would i want to order from a company it takes weeks to get my products from no i didnt have a nice time yall make amazon look like champs,1,Order & Delivery Issues,-0.9343740940093994,NEGATIVE
1a0f5ea1-49b4-41f6-a869-95f0543b1492,Kaylene Chetty,Great..the only thing with returns you d9nt get the money back. You pay all that money to get it return and you don't get anther 1... but otherwise happy order abit slow of delivery and customs also a but high .but I'm very happy with quality.,4,2025-05-30 15:02:14,,,greatthe only thing with returns you d9nt get the money back you pay all that money to get it return and you dont get anther 1 but otherwise happy order abit slow of delivery and customs also a but high but im very happy with quality,0,Product Quality & Value,-0.35640114545822144,NEGATIVE
02362cb2-fdd4-47ea-b7c8-5ca67241f150,Serena Buxton (Rene),"love it, easy to navigate plenty of choice on the app to.",5,2025-05-30 14:24:16,,,love it easy to navigate plenty of choice on the app to,2,App Experience & Ads,0.9768075942993164,POSITIVE
1c5dec5f-7aae-4bb3-8c4a-da2476686715,Michelle Tirado,I'm getting these awesome offers spend x amount get x amount back and you either didn't spend enough right away or they want you to then invite a friend as well and then you'd never get your free gifts feels a little scammy to me,1,2025-05-30 14:03:08,"Hi! Hope you have a nice shopping experience here. For any issues, you may contact Customer Service by app. Click ""me""-→support-→customer service-→type your question directly in the message box to get an answer or solution. If the answers don't match, please go ahead and describe the issue in detail. We'll be glad to help you further.",2025-05-30 21:59:46,im getting these awesome offers spend x amount get x amount back and you either didnt spend enough right away or they want you to then invite a friend as well and then youd never get your free gifts feels a little scammy to me,1,Order & Delivery Issues,-0.6667202711105347,NEGATIVE
2e5ed200-914e-4f23-a6c8-0171a474a175,Brandey Taylor,I actually won the puppy game. It took 3 months and several times of buying products off the site. But I finally won. So I cannot say it as a fake game anymore. You can win but a new update on shipping has gotten a lot worse. I almost had a package lost.,3,2025-05-30 13:53:38,"Hi! Hope you have a nice shopping experience here. For any issues, you may contact Customer Service by app. Click ""me""-→support-→customer service-→type your question directly in the message box to get an answer or solution. If the answers don't match, please go ahead and describe the issue in detail. We'll be glad to help you further.",2025-05-30 21:59:07,i actually won the puppy game it took 3 months and several times of buying products off the site but i finally won so i cannot say it as a fake game anymore you can win but a new update on shipping has gotten a lot worse i almost had a package lost,1,Order & Delivery Issues,-0.47094273567199707,NEGATIVE
f0f1d712-d0b5-43a4-911f-19f12d6e47df,Mvuzo Bandezi,"I ordered from shein and tracked my parcel but on the day of delivery, the driver of the courier sold my parcel to other people and signed ""delivered""",1,2025-05-30 12:49:12,"Hi! Hope you have a nice shopping experience here. For any issues, you may contact Customer Service by app. Click ""me""-→support-→customer service-→type your question directly in the message box to get an answer or solution. If the answers don't match, please go ahead and describe the issue in detail. We'll be glad to help you further.",2025-05-30 21:57:21,i ordered from shein and tracked my parcel but on the day of delivery the driver of the courier sold my parcel to other people and signed delivered,1,Order & Delivery Issues,0.0,NEUTRAL
b90d5223-540b-4bf2-83f4-1801bb2134bd,Fanny Dawn,"Everything was great, until an item was damaged in transit. They informed me that I could get half the amount I paid for the item back. Or, I could return it for a full refund, but when you return it, you have to agree that if it is unsellable you can't get your money back. Talk about a catch 22. Waited a month for customs to destroy it and for Shein to keep 1/2 my money. How many times do I have to contact customer service in the app before it stops being the definition of insanity?",3,2025-05-30 11:49:35,"Hi! Hope you have a nice shopping experience here. For any issues, you may contact Customer Service by app. Click ""me""-→support-→customer service-→type your question directly in the message box to get an answer or solution. If the answers don't match, please go ahead and describe the issue in detail. We'll be glad to help you further.",2025-05-29 21:58:47,everything was great until an item was damaged in transit they informed me that i could get half the amount i paid for the item back or i could return it for a full refund but when you return it you have to agree that if it is unsellable you cant get your money back talk about a catch 22 waited a month for customs to destroy it and for shein to keep 12 my money how many times do i have to contact customer service in the app before it stops being the definition of insanity,1,Order & Delivery Issues,-0.7729887366294861,NEGATIVE
5ab43265-fe26-4621-8d91-e7a5ecc3dc2e,Jane,love what they have,5,2025-05-30 11:24:27,,,love what they have,0,Product Quality & Value,0.9641479849815369,POSITIVE
d5eebfaf-6f77-4eb8-bdc5-ad824e1aabf4,Patience Kwarteng,please I downloaded it weeks ago but didn't know how to use it or purchase from it so I deleted it. now I want to download it again so can someone please help me to know how to use it,3,2025-05-30 10:26:57,"Hi! Hope you have a nice shopping experience here. For any issues, you may contact Customer Service by app. Click ""me""-→support-→customer service-→type your question directly in the message box to get an answer or solution. If the answers don't match, please go ahead and describe the issue in detail. We'll be glad to help you further.",2025-05-30 21:47:10,please i downloaded it weeks ago but didnt know how to use it or purchase from it so i deleted it now i want to download it again so can someone please help me to know how to use it,2,App Experience & Ads,-0.6431179642677307,NEGATIVE
db18a1d9-4c56-4cc5-b8a7-6cd788264dbd,Aezayah 0808,"They have cute and affordable clothes for the girlies. If you're looking for baddie clothes, this is the place.",5,2025-05-30 08:36:44,,,they have cute and affordable clothes for the girlies if youre looking for baddie clothes this is the place,0,Product Quality & Value,0.8880320191383362,POSITIVE
284b9e1c-d056-4a21-a6c7-ccc64d71496f,Pzeana Bhob,"Shipping fee is too high, but I love their products its affordable and quality.",4,2025-05-30 07:53:02,,,shipping fee is too high but i love their products its affordable and quality,1,Order & Delivery Issues,0.8223894834518433,POSITIVE
0df0677a-8e4e-4ae0-84de-288459043807,Becky Peter,Good customer services and quality products 👌. the app has been so good so far. one of the best and only shopping apps i have,5,2025-05-30 07:38:36,,,good customer services and quality products  the app has been so good so far one of the best and only shopping apps i have,2,App Experience & Ads,0.9854313135147095,POSITIVE
7dec7447-ac6d-4a48-a054-4f7ff47101a5,Adi VeCiNu,"worst app ever! ordered some clothes, and no notification, no nothing, my order shipped back by itself, I hope I'll get refunded and delete the app asap!",1,2025-05-30 06:54:39,"Hi! Hope you have a nice shopping experience here. For any issues, you may contact Customer Service by app. Click ""me""-→support-→customer service-→type your question directly in the message box to get an answer or solution. If the answers don't match, please go ahead and describe the issue in detail. We'll be glad to help you further.",2025-05-30 21:44:35,worst app ever ordered some clothes and no notification no nothing my order shipped back by itself i hope ill get refunded and delete the app asap,2,App Experience & Ads,-0.9464187622070312,NEGATIVE
fab198a4-2228-48f7-8d35-5a164c910793,Stephanie Perrine,Don't understand how to get free gift,5,2025-05-30 06:41:49,,,dont understand how to get free gift,1,Order & Delivery Issues,-0.7249377369880676,NEGATIVE
0d5ec01c-40e2-4779-ad70-83272bc843fc,Jel Bernabe,The 5000 coupon is useless it's just a scam,1,2025-05-30 06:38:25,"Hi! Hope you have a nice shopping experience here. For any issues, you may contact Customer Service by app. Click ""me""-→support-→customer service-→type your question directly in the message box to get an answer or solution. If the answers don't match, please go ahead and describe the issue in detail. We'll be glad to help you further.",2025-05-30 21:42:35,the 5000 coupon is useless its just a scam,1,Order & Delivery Issues,-0.9340879917144775,NEGATIVE
d78a9f5f-2e96-47eb-9c99-47dfc07e6222,Gail Wynn,this is scam I ordered from here and I have received my package yet so this is a scam you need to send my money back send me my order because it's all a scam,1,2025-05-30 06:32:05,"Hi! Hope you have a nice shopping experience here. For any issues, you may contact Customer Service by app. Click ""me""-→support-→customer service-→type your question directly in the message box to get an answer or solution. If the answers don't match, please go ahead and describe the issue in detail. We'll be glad to help you further.",2025-05-30 21:43:50,this is scam i ordered from here and i have received my package yet so this is a scam you need to send my money back send me my order because its all a scam,1,Order & Delivery Issues,-0.9413038492202759,NEGATIVE
69acf268-7e68-49f7-8720-eda46b83a8f3,Cindy Caspe,I didn't get the reward that I worked hard on the puppy keep. It's just a scam. I don't recommend thise app and I will never use it again. It wastes my time.,1,2025-05-30 06:24:10,"Hi! Hope you have a nice shopping experience here. For any issues, you may contact Customer Service by app. Click ""me""-→support-→customer service-→type your question directly in the message box to get an answer or solution. If the answers don't match, please go ahead and describe the issue in detail. We'll be glad to help you further.",2025-05-30 21:43:10,i didnt get the reward that i worked hard on the puppy keep its just a scam i dont recommend thise app and i will never use it again it wastes my time,2,App Experience & Ads,-0.9455978274345398,NEGATIVE
a79ad9a3-ef61-4a2d-aaa6-75b41d0c67ba,Selsabila,Algeria is not available in this country. I cannot buy from it or even keep it on my phone. I will delete the application until my country has it. Thank you 😒,1,2025-05-30 06:22:59,Hi there! We keep on striving to develop new shipping channels and to make sure our products become accessible to more locations!,2025-05-30 21:41:55,algeria is not available in this country i cannot buy from it or even keep it on my phone i will delete the application until my country has it thank you,2,App Experience & Ads,-0.8955152034759521,NEGATIVE
2ca65035-3a24-42a8-9d66-1fc2742d831a,Junior Kamogelo,bought a pair of jeans two months ago and it came smeling bad and I tried washing them thinking that the smell would come off but it does till this day.The worst part is that I can't make a review about the jeans on their app for some reason,1,2025-05-30 05:59:03,"Hi! Hope you have a nice shopping experience here. For any issues, you may contact Customer Service by app. Click ""me""-→support-→customer service-→type your question directly in the message box to get an answer or solution. If the answers don't match, please go ahead and describe the issue in detail. We'll be glad to help you further.",2025-05-30 21:41:35,bought a pair of jeans two months ago and it came smeling bad and i tried washing them thinking that the smell would come off but it does till this daythe worst part is that i cant make a review about the jeans on their app for some reason,1,Order & Delivery Issues,-0.9318058490753174,NEGATIVE
901a3a7c-7123-41f8-bc8b-f5c350a3a96c,Jia Sarandi,"My parcel was delayed , almost one month I waited and yet I didn't receive my parcel, please change your courier partner",1,2025-05-30 05:38:29,"Hi! Hope you have a nice shopping experience here. For any issues, you may contact Customer Service by app. Click ""me""-→support-→customer service-→type your question directly in the message box to get an answer or solution. If the answers don't match, please go ahead and describe the issue in detail. We'll be glad to help you further.",2025-05-30 21:41:20,my parcel was delayed  almost one month i waited and yet i didnt receive my parcel please change your courier partner,1,Order & Delivery Issues,-0.9022399187088013,NEGATIVE
390dfd07-7d99-4a8d-a8c1-a5d659deada0,Ahmed 123,The application is excellent and everything in it is at a reasonable price. I hope to find an application like this one.,5,2025-05-30 05:37:31,,,the application is excellent and everything in it is at a reasonable price i hope to find an application like this one,2,App Experience & Ads,0.9778541922569275,POSITIVE
e97ebefc-f76c-4923-809f-421db24e307c,Olwethu Luthuli,to many ads🙄,1,2025-05-30 04:55:23,"We apologize for any inconvenience. To disable notifications on your phone, go to Settings - Apps - Application Manager - SHEIN - Notifications.",2025-05-30 21:40:35,to many ads,2,App Experience & Ads,-0.7499511241912842,NEGATIVE
93a83673-7062-4e66-a349-f0dbb190b9cd,Sama,I am sorry shein but wen I have to pay it wel be 100 ras 😡,4,2025-05-30 04:28:14,,,i am sorry shein but wen i have to pay it wel be 100 ras,1,Order & Delivery Issues,-0.6326245665550232,NEGATIVE
eda2b9b0-ddfb-45d7-a372-c1c29d220b48,marzky7 Gerz,"one of my items didn't Deliver packing the things didn't check properly....is not delivery fault is the packaging fault, next time check 5x before you pack the product",1,2025-05-30 03:34:37,"Hi! Hope you have a nice shopping experience here. For any issues, you may contact Customer Service by app. Click ""me""-→support-→customer service-→type your question directly in the message box to get an answer or solution. If the answers don't match, please go ahead and describe the issue in detail. We'll be glad to help you further.",2025-05-30 21:38:36,one of my items didnt deliver packing the things didnt check properlyis not delivery fault is the packaging fault next time check 5x before you pack the product,1,Order & Delivery Issues,-0.8789934515953064,NEGATIVE
bf88bc2f-963e-4693-ac04-093e469c2436,Yu3ue,Stop sending me ads when I was replying someone message is very hard please stop,1,2025-05-30 03:23:06,"We apologize for any inconvenience. To disable notifications on your phone, go to Settings - Apps - Application Manager - SHEIN - Notifications.",2025-05-30 21:38:59,stop sending me ads when i was replying someone message is very hard please stop,2,App Experience & Ads,-0.8905714750289917,NEGATIVE
d87ff84d-3b99-4b08-8b87-fe77a4836a96,Esraa Jaafreh,i dont have an issue with shein but they chose a delivery company in the uae and its really bad if they continue with the imile i won't buy anything from them again,1,2025-05-30 03:20:25,"Hi! Hope you have a nice shopping experience here. For any issues, you may contact Customer Service by app. Click ""me""-→support-→customer service-→type your question directly in the message box to get an answer or solution. If the answers don't match, please go ahead and describe the issue in detail. We'll be glad to help you further.",2025-05-30 21:38:34,i dont have an issue with shein but they chose a delivery company in the uae and its really bad if they continue with the imile i wont buy anything from them again,1,Order & Delivery Issues,-0.9139889478683472,NEGATIVE
10674149-c6d0-4152-8c90-f6c9b28c5050,Hazel Ann Wright,"bombards you with constant offers and discounts, they've got into all games app adverts and have put a x on their advert so you think your exiting out of the divert and it takes you to their website. they have become a really annoying pest and have made me never want to use them",1,2025-05-30 03:12:41,"Hi! Hope you have a nice shopping experience here. For any issues, you may contact Customer Service by app. Click ""me""-→support-→customer service-→type your question directly in the message box to get an answer or solution. If the answers don't match, please go ahead and describe the issue in detail. We'll be glad to help you further.",2025-05-26 21:52:48,bombards you with constant offers and discounts theyve got into all games app adverts and have put a x on their advert so you think your exiting out of the divert and it takes you to their website they have become a really annoying pest and have made me never want to use them,2,App Experience & Ads,-0.9041923880577087,NEGATIVE
2af7de8b-7ca1-46bb-a6ca-92523cb2fc85,Elizabeth Joseph,"No clear part for customers to follow the result of their lost delivery and help. It is the most unpractical of any online shopping ever experienced. very Shabby. Please and more please, let me know why I cannot trace my so called delivery that have not happened at all.",1,2025-05-30 01:44:37,"Hi! Hope you have a nice shopping experience here. For any issues, you may contact Customer Service by app. Click ""me""-→support-→customer service-→type your question directly in the message box to get an answer or solution. If the answers don't match, please go ahead and describe the issue in detail. We'll be glad to help you further.",2025-05-30 05:17:27,no clear part for customers to follow the result of their lost delivery and help it is the most unpractical of any online shopping ever experienced very shabby please and more please let me know why i cannot trace my so called delivery that have not happened at all,1,Order & Delivery Issues,-0.914106011390686,NEGATIVE
5a2962e5-6a07-4dba-b0c6-3757e935c8d6,Vicky Turner,Previously thought this was a brilliant shopping experience however since the introduction of estimated prices the basket total cost goes up substantially right before checkout. It's making me reconsider ordering anything everytime I go to check out. just display the actual price at the time of adding to the basket. addition after dev reply No I just won't use the app anymore. It's not worth it.,1,2025-05-30 01:12:08,"Hi! Hope you have a nice shopping experience here. For any issues, you may contact Customer Service by app. Click ""me""-→support-→customer service-→type your question directly in the message box to get an answer or solution. If the answers don't match, please go ahead and describe the issue in detail. We'll be glad to help you further.",2025-05-30 05:06:39,previously thought this was a brilliant shopping experience however since the introduction of estimated prices the basket total cost goes up substantially right before checkout its making me reconsider ordering anything everytime i go to check out just display the actual price at the time of adding to the basket addition after dev reply no i just wont use the app anymore its not worth it,2,App Experience & Ads,-0.8208541870117188,NEGATIVE
